N	Fortune		Brute-force
150	0.00131963	0.0950658
150	0.000250877	0.0711443
150	0.000297977	0.0714555
150	0.000261807	0.0711987
150	0.00023758	0.0835661

200	0.000310395	0.24339
200	0.000332267	0.242341
200	0.000332394	0.240904
200	0.000328605	0.242368
200	0.000334838	0.222588

250	0.000445057	0.518701
250	0.000448387	0.517532
250	0.000443529	0.496324
250	0.000424282	0.497009
250	0.000428182	0.544462

300	0.000522526	1.08622
300	0.000556655	1.0522
300	0.000527421	0.943051
300	0.000540983	1.04635
300	0.000530683	0.997187

